,GRID_CODE1-zoom,GRID_CODE-youtube,GRID_CODE-twitter,GRID_CODE-poi,GRID_CODE-flickr,GRID_CODE-email,GRID_CODE-company,Cluster_int
115,5665551.0,0.0,0.0,13283931.0,3606641.0,0.0,50872732.0,0
116,228015.67,0.0,0.0,8748412.0,3802051.25,0.0,28631648.0,0
117,0.0,0.0,1381770.75,1102268.38,749670.69,0.0,6797515.0,0
118,2194193.0,0.0,2863624.75,0.0,0.0,204730.89,2068840.25,0
119,5455051.0,0.0,1399543.63,0.0,0.0,0.0,1450390.13,0
120,4235993.0,0.0,942021.5,0.0,0.0,0.0,0.0,0
121,451754.03,0.0,2094016.13,0.0,0.0,0.0,0.0,0
122,336520.47,0.0,5590521.0,0.0,0.0,0.0,0.0,0
123,2897388.75,0.0,4772126.0,0.0,0.0,1600183.75,0.0,0
124,5702282.0,0.0,761840.19,0.0,0.0,3513098.25,0.0,0
125,3771139.0,0.0,0.0,0.0,0.0,1827612.38,0.0,0
126,132614.47,0.0,0.0,2020648.75,0.0,0.0,68950.8,0
127,0.0,0.0,0.0,3981206.5,0.0,0.0,880050.75,0
128,0.0,0.0,0.0,1220519.63,0.0,25950.59,232188.3,0
129,0.0,0.0,107909.82,0.0,0.0,20537.47,0.0,0
130,1102677.5,0.0,4466.75,0.0,0.0,0.0,0.0,0
131,5061546.5,0.0,0.0,0.0,0.0,245718.0,0.0,0
132,5371804.5,0.0,0.0,0.0,0.0,4042350.0,0.0,0
133,2432307.0,0.0,0.0,0.0,0.0,5729529.0,0.0,0
134,3785575.5,0.0,0.0,0.0,0.0,2705863.5,0.0,0
135,3356608.5,0.0,0.0,0.0,0.0,0.0,0.0,0
136,344308.44,0.0,0.0,0.0,0.0,0.0,0.0,0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
139,1864713.63,0.0,0.0,0.0,0.0,0.0,0.0,0
140,4731460.5,0.0,0.0,0.0,0.0,0.0,0.0,0
141,2618564.5,0.0,0.0,0.0,0.0,0.0,0.0,0
142,3696003.75,0.0,0.0,0.0,0.0,0.0,0.0,0
143,5050209.0,0.0,0.0,0.0,0.0,0.0,0.0,0
144,2074343.88,0.0,0.0,0.0,0.0,0.0,0.0,0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
146,1876320.75,0.0,2618292.25,0.0,1105645.13,0.0,0.0,0
147,4277304.5,0.0,12160813.0,0.0,925360.88,0.0,0.0,0
148,2672453.5,0.0,24441038.0,0.0,219961.77,0.0,0.0,0
149,4842.39,0.0,22923294.0,0.0,0.0,0.0,0.0,0
150,630285.13,0.0,8587571.0,0.0,0.0,0.0,0.0,0
151,4172057.0,0.0,1067342.5,0.0,0.0,2305234.0,0.0,0
152,5887391.5,0.0,0.0,0.0,0.0,4702618.5,0.0,0
153,3088772.0,0.0,0.0,0.0,0.0,2312855.5,0.0,0
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
155,0.0,0.0,216632.38,0.0,0.0,0.0,0.0,0
156,1203043.38,0.0,1769147.75,0.0,0.0,0.0,0.0,0
157,3090808.0,0.0,1129909.75,0.0,0.0,0.0,0.0,0
158,1657731.13,0.0,0.0,0.0,0.0,633374.63,0.0,0
159,0.0,0.0,0.0,0.0,0.0,4048327.25,0.0,0
160,0.0,0.0,56069.69,0.0,0.0,4395171.0,0.0,0
161,0.0,0.0,2786449.5,0.0,0.0,3212140.25,0.0,0
162,0.0,0.0,5519632.5,0.0,0.0,5641625.5,0.0,0
163,0.0,0.0,7337188.5,0.0,0.0,4689574.0,0.0,0
164,0.0,0.0,9069098.0,0.0,0.0,679137.38,0.0,0
165,0.0,0.0,8748351.0,0.0,0.0,0.0,0.0,0
166,0.0,0.0,3708848.25,0.0,0.0,0.0,0.0,0
167,0.0,0.0,89793.64,0.0,0.0,0.0,0.0,0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
169,0.0,0.0,3107535.25,0.0,0.0,0.0,0.0,0
170,0.0,0.0,5812344.5,0.0,0.0,0.0,0.0,0
171,0.0,0.0,3712493.25,0.0,0.0,0.0,0.0,0
172,0.0,0.0,88340.83,0.0,0.0,0.0,0.0,0
173,0.0,0.0,232864.7,0.0,0.0,0.0,0.0,0
174,0.0,0.0,2392116.75,0.0,0.0,1139243.5,0.0,0
175,51898.55,0.0,5557919.0,0.0,0.0,1745418.25,0.0,0
176,3633098.5,0.0,5472163.0,0.0,0.0,196386.95,0.0,0
177,6014996.0,0.0,4645298.5,0.0,0.0,1329907.0,0.0,0
178,3486632.0,0.0,6912188.0,0.0,0.0,3151168.75,0.0,0
179,22553.99,0.0,8390634.0,0.0,0.0,1601019.5,0.0,0
180,0.0,0.0,3679990.25,0.0,0.0,48986.89,0.0,0
181,0.0,0.0,57326.98,0.0,0.0,3146626.0,0.0,0
182,0.0,0.0,0.0,0.0,0.0,4816445.0,0.0,0
183,0.0,0.0,0.0,0.0,0.0,2201160.25,0.0,0
184,880784.5,0.0,0.0,0.0,0.0,0.0,0.0,0
185,1081993.75,0.0,1506063.75,0.0,0.0,0.0,0.0,0
186,102.03,0.0,4372683.0,0.0,0.0,0.0,0.0,0
187,1766065.13,0.0,3324050.5,0.0,0.0,0.0,0.0,0
188,5369035.5,0.0,573604.75,0.0,0.0,0.0,0.0,0
189,4724214.5,0.0,4293048.0,0.0,0.0,0.0,0.0,0
190,2601063.0,0.0,5684784.0,0.0,0.0,2762618.75,0.0,0
191,6695504.0,0.0,2448641.25,0.0,0.0,8202324.5,0.0,0
192,11515721.0,0.0,0.0,0.0,0.0,10904554.0,0.0,0
193,8665358.0,0.0,4416459.5,0.0,0.0,10109571.0,0.0,0
194,4649097.5,0.0,9046984.0,0.0,0.0,7786422.5,0.0,0
195,2503017.0,0.0,5603377.5,0.0,0.0,4319346.0,0.0,0
196,6845061.5,0.0,561391.31,0.0,0.0,6560922.5,0.0,0
197,7760324.5,0.0,218064.52,0.0,0.0,8072311.0,0.0,0
198,5322852.5,0.0,6744926.0,0.0,0.0,3464195.75,0.0,0
199,2488336.75,0.0,9807556.0,0.0,0.0,2721629.5,0.0,0
200,6411283.5,0.0,4829144.0,570178.31,0.0,7068455.5,0.0,0
201,11399508.0,0.0,212871.98,927771.44,0.0,8167258.5,730800.44,0
202,8309520.5,0.0,0.0,604644.63,0.0,9526018.0,677592.88,0
203,4444643.5,0.0,4.24,2716027.75,0.0,9151068.0,2582283.0,0
204,2222899.75,0.0,0.0,4900648.0,0.0,8680142.0,6848668.5,0
205,142746.48,0.0,132114.88,5557974.5,0.0,9576042.0,9528256.0,0
206,3767293.0,0.0,1139380.0,3940977.5,0.0,14968079.0,9567556.0,0
207,8729657.0,0.0,1450543.63,495913.94,0.0,13288698.0,7154837.5,0
208,12040221.0,0.0,363610.59,0.0,0.0,5612252.0,9011666.0,0
209,10044123.0,0.0,14450.58,0.0,0.0,4884657.5,8774785.0,0
210,10536848.0,0.0,35496.01,0.0,0.0,2856279.75,5977915.5,0
211,10201798.0,0.0,0.0,709189.06,0.0,1459.53,989661.94,0
212,5730135.5,0.0,0.0,6668688.0,0.0,0.0,0.0,0
213,9095870.0,0.0,0.0,10309216.0,0.0,0.0,0.0,0
214,13428243.0,0.0,9840.96,5451954.0,0.0,846603.25,0.0,0
215,10441883.0,0.0,0.21,279671.38,0.0,2174103.25,0.0,0
216,4910504.5,0.0,0.0,0.0,0.0,3073246.0,0.0,0
217,4585866.0,0.0,0.0,0.0,0.0,1115823.0,1213427.63,0
218,4436541.0,0.0,0.0,4710562.0,0.0,59195.03,10794607.0,0
219,1056646.63,0.0,0.0,9469921.0,0.0,1997923.13,14985589.0,0
220,0.0,703580.31,1830951.63,5778555.5,0.0,5271591.0,6748970.5,0
221,1913760.63,1348133.38,2854301.25,1370880.0,0.0,8492745.0,1929983.0,0
222,5573368.0,123629.39,799294.13,4165319.25,0.0,9441694.0,5839412.5,0
223,4868344.5,0.0,1832240.13,3432298.75,0.0,12173825.0,3933198.0,0
224,973204.63,0.0,3628260.75,283668.22,0.0,9659132.0,287329.13,0
225,1232673.38,0.0,1753558.13,0.0,0.0,4221314.0,0.0,0
226,1542245.5,0.0,0.0,0.0,0.0,5771967.0,0.0,0
227,2876516.5,0.0,2982696.75,0.0,0.0,20888006.0,0.0,0
228,1582808.13,0.0,8964212.0,640085.69,0.0,24572910.0,0.0,0
229,654.4,0.0,9728876.0,4455470.0,0.0,12293932.0,0.0,0
230,2056025.63,0.0,6394112.5,5243033.0,0.0,2007877.13,0.0,0
231,2698056.0,0.0,4530048.5,1787460.13,0.0,6931551.0,0.0,0
232,801821.75,0.0,2357637.0,0.0,0.0,12574800.0,0.0,0
233,3365346.0,0.0,3255624.75,0.0,0.0,18715616.0,0.0,0
234,5373344.5,0.0,1820124.38,0.0,0.0,14660417.0,0.0,0
235,2145962.5,0.0,836673.81,0.0,0.0,5740693.0,0.0,0
236,338563.44,0.0,32126.22,0.0,0.0,360629.91,0.0,0
237,3463717.5,0.0,0.0,0.0,0.0,880654.69,0.0,0
238,5076727.5,0.0,0.0,0.0,0.0,50482.78,0.0,0
239,6964184.0,0.0,0.0,0.0,0.0,1911673.63,0.0,0
240,6537802.5,0.0,8595.46,0.0,0.0,5747581.5,0.0,0
241,2806655.0,0.0,21923.55,0.0,0.0,7710847.0,0.0,0
242,913673.88,0.0,0.0,0.0,0.0,9999273.0,0.0,0
243,3013236.5,0.0,6450.15,0.0,0.0,15178828.0,0.0,0
244,5023777.0,0.0,339.39,0.0,0.0,18294048.0,0.0,0
245,2313103.75,0.0,281645.44,0.0,0.0,15524294.0,0.0,0
246,4060713.5,0.0,2434131.5,0.0,0.0,6500288.0,0.0,0
247,5830104.0,0.0,2241226.75,0.0,0.0,3721417.75,0.0,0
248,3533654.75,0.0,91324.09,0.0,0.0,5597012.5,0.0,0
249,1863055.75,0.0,0.0,0.0,0.0,3610441.5,0.0,0
250,8374956.5,0.0,686837.31,367302.5,0.0,424882.69,368266.88,0
251,12747488.0,0.0,1815737.5,85798.52,0.0,1435971.63,86960.14,0
252,6891888.5,0.0,1509370.63,0.0,0.0,3220812.5,0.0,0
253,2575599.5,0.0,1250412.5,0.0,0.0,1797208.88,0.0,0
254,4666878.0,0.0,18662.82,0.0,0.0,4459150.0,0.0,0
255,5082452.5,0.0,0.0,0.0,0.0,12490508.0,0.0,0
256,5319035.5,0.0,0.0,0.0,0.0,15099381.0,0.0,0
257,5163022.5,0.0,2511516.75,0.0,0.0,7767299.0,0.0,0
258,8858165.0,0.0,5670404.0,0.0,0.0,1419701.5,0.0,0
259,20454866.0,0.0,4598210.0,1277056.75,0.0,0.0,1740072.88,0
260,26439886.0,0.0,523527.84,7546778.5,1195151.5,0.0,22652360.0,0
261,14688757.0,0.0,0.0,16472887.0,5193010.0,0.0,51004288.0,0
262,2834955.75,0.0,0.0,16393156.0,5426974.0,0.0,52930720.0,0
263,0.0,0.0,0.0,7320907.0,1551362.38,1786815.63,24958894.0,0
264,1824656.38,0.0,904457.88,2014307.0,0.0,4053529.5,8005010.0,0
265,4862565.5,0.0,6422641.0,48.45,0.0,2427928.5,4506486.5,0
266,3731987.25,0.0,8912419.0,0.0,0.0,0.0,582523.88,0
267,3036309.0,0.0,4462464.0,0.0,0.0,0.0,0.0,0
268,4279178.5,0.0,4163688.75,0.0,0.0,10965.77,0.0,0
269,2381589.25,0.0,3461844.0,0.0,0.0,3407111.75,0.0,0
270,2096673.25,0.0,301311.09,0.0,0.0,6027902.5,0.0,0
271,1130372.38,0.0,0.0,325583.78,0.0,3735502.25,0.0,0
272,168046.89,0.0,473913.41,6681448.0,0.0,77581.45,2403992.25,0
273,0.0,0.0,2155865.0,12565488.0,0.0,481021.59,6651024.5,0
274,0.0,0.0,2382318.5,7801005.5,0.0,3267239.5,5030503.0,0
275,0.0,0.0,3747904.0,136517.91,0.0,3203268.75,137136.06,0
276,547215.19,0.0,2803239.75,0.0,0.0,409867.09,0.0,0
277,3761441.25,0.0,78876.13,0.0,0.0,66780.43,0.0,0
278,4029537.75,0.0,0.0,0.0,0.0,3144519.25,0.0,0
279,2676865.5,0.0,0.0,0.0,0.0,4649901.5,0.0,0
280,5545437.5,0.0,1398136.5,0.0,0.0,1981536.25,0.0,0
281,5023536.5,0.0,1779707.13,0.0,0.0,0.0,0.0,0
282,992011.5,0.0,125251.39,0.0,0.0,0.0,0.0,0
283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
285,2543521.25,0.0,0.0,0.0,0.0,0.0,0.0,0
286,5781567.5,0.0,0.0,0.0,0.0,0.0,0.0,0
287,3164692.25,0.0,716028.19,192111.8,0.0,0.0,16519.65,0
288,508442.72,0.0,6731364.0,440.29,0.0,0.0,0.0,0
289,1076386.63,0.0,6664797.5,0.0,0.0,0.0,0.0,0
290,53121.87,0.0,380538.69,0.0,0.0,0.0,0.0,0
291,0.0,0.0,0.0,0.0,0.0,0.0,346012.31,0
292,0.0,0.0,3295153.0,0.0,0.0,0.0,0.0,0
293,330163.38,0.0,9117609.0,0.0,0.0,0.0,0.0,0
294,19936.88,0.0,17904984.0,0.0,0.0,0.0,0.0,0
295,2022392.88,0.0,18549814.0,0.0,0.0,679230.88,0.0,0
296,3918828.25,0.0,8373567.0,0.0,0.0,790620.31,0.0,0
297,4647908.5,0.0,1892376.88,0.0,0.0,1405487.25,0.0,0
298,4403815.5,0.0,0.0,0.0,0.0,4720358.0,0.0,0
299,2043820.25,0.0,0.0,0.0,0.0,3669662.0,0.0,0
300,0.0,0.0,0.0,0.0,0.0,339916.41,0.0,0
301,0.0,0.0,2154560.0,0.0,0.0,0.0,0.0,0
302,0.0,0.0,5440543.5,0.0,0.0,0.0,0.0,0
303,0.0,0.0,4265779.0,0.0,0.0,0.0,0.0,0
304,0.0,0.0,444194.16,0.0,0.0,986095.81,0.0,0
305,0.0,0.0,824095.81,0.0,0.0,4880656.0,0.0,0
306,0.0,0.0,4343307.5,0.0,0.0,5392307.0,0.0,0
307,0.0,0.0,9203103.0,0.0,0.0,2828543.75,0.0,0
308,0.0,0.0,8444920.0,0.0,0.0,4187974.75,0.0,0
309,0.0,1594213.75,6688013.5,0.0,0.0,3373782.75,0.0,0
310,0.0,7582636.5,10924560.0,0.0,0.0,245363.2,0.0,0
311,0.0,5218491.0,9447135.0,0.0,0.0,826.37,0.0,0
312,0.0,0.0,2776971.0,0.0,464673.41,0.0,0.0,0
313,188296.64,0.0,92.17,0.0,428431.22,0.0,0.0,0
314,1010776.88,0.0,0.0,0.0,0.0,0.0,0.0,0
315,198060.66,0.0,2709923.5,0.0,0.0,0.0,0.0,0
316,0.0,0.0,7900331.5,0.0,0.0,0.0,0.0,0
317,0.0,0.0,6152089.5,0.0,0.0,0.0,0.0,0
318,0.0,0.0,536321.38,0.0,0.0,709106.5,0.0,0
319,0.0,0.0,2399672.5,0.0,0.0,1913590.63,0.0,0
320,0.0,0.0,5409140.5,0.0,0.0,4481602.5,0.0,0
321,0.0,0.0,5475172.0,0.0,0.0,5416813.5,0.0,0
322,1568750.38,0.0,4222026.5,0.0,0.0,2106269.25,0.0,0
323,3236320.5,0.0,5854417.5,0.0,0.0,3340076.25,0.0,0
324,1473022.38,0.0,9369172.0,0.0,0.0,6000171.5,0.0,0
325,0.0,0.0,9126228.0,0.0,0.0,3762380.25,0.0,0
326,0.0,0.0,5133466.0,0.0,0.0,88845.83,0.0,0
327,8758.57,0.0,2634822.0,0.0,0.0,204733.92,0.0,0
328,0.0,0.0,2965820.75,0.0,0.0,762552.13,0.0,0
329,0.0,0.0,2291385.75,0.0,0.0,26319.53,0.0,0
330,0.0,0.0,827690.94,0.0,0.0,0.0,0.0,0
331,0.0,0.0,4663594.0,0.0,0.0,0.0,0.0,0
332,0.0,0.0,8207869.5,0.0,0.0,497094.91,0.0,0
333,1281910.88,0.0,4527409.5,0.0,0.0,2745866.0,0.0,0
334,4496092.5,0.0,659954.19,0.0,0.0,2182776.5,0.0,0
335,3907765.75,0.0,3310955.25,0.0,0.0,2054584.88,0.0,0
336,495165.78,0.0,4545059.0,0.0,0.0,4388665.0,0.0,0
337,4681484.0,0.0,1722523.25,0.0,0.0,7017434.0,0.0,0
338,11434502.0,0.0,536714.69,0.0,0.0,16659815.0,0.0,0
339,8709125.0,0.0,12275716.0,0.0,0.0,23817528.0,0.0,0
340,1618787.0,0.0,17894172.0,0.0,0.0,15071783.0,0.0,0
341,3224574.25,0.0,10056633.0,0.0,0.0,11673388.0,0.0,0
342,9694377.0,0.0,1913984.75,235073.56,0.0,16128096.0,210297.38,0
343,9954240.0,0.0,505127.75,178553.95,0.0,13852039.0,534257.44,0
344,7116733.0,0.0,9539333.0,1290542.5,0.0,6590213.0,2377252.75,0
345,5138984.0,0.0,16490294.0,3159735.75,0.0,9861109.0,1564009.5,0
346,5115212.5,0.0,13159579.0,5862160.0,0.0,14023414.0,1299689.13,0
347,7462409.0,0.0,5652351.0,7915014.0,0.0,12488033.0,4582708.5,0
348,10337191.0,0.0,3887051.0,4834728.0,0.0,15788252.0,5129052.0,0
349,10599335.0,0.0,6133872.5,5933782.0,0.0,13326060.0,6501082.0,0
350,7310070.5,0.0,3926339.75,9684519.0,0.0,5263743.5,13479695.0,0
351,3951060.0,0.0,4503860.0,9610529.0,0.0,7130146.5,14308605.0,0
352,3525268.0,0.0,12928807.0,6513361.0,0.0,16855502.0,10212572.0,0
353,6263267.5,0.0,11200650.0,894427.5,0.0,17981954.0,8275908.5,0
354,8901853.0,0.0,3325182.5,0.0,0.0,9510209.0,9885271.0,0
355,8505976.0,0.0,3114276.0,207199.48,0.0,6619679.0,7640971.5,0
356,10938046.0,0.0,3359172.0,0.0,0.0,3612811.5,2432768.25,0
357,10251812.0,0.0,591701.5,0.0,0.0,73257.8,0.0,0
358,3788938.0,0.0,0.0,3090493.25,0.0,94754.16,0.0,0
359,7152986.0,0.0,581107.25,6378857.5,0.0,2341513.0,0.0,0
360,9472799.0,0.0,4290394.5,3800646.5,0.0,9529889.0,0.0,0
361,4838935.5,0.0,4803232.5,242018.23,0.0,14886313.0,0.0,0
362,1056580.5,0.0,568596.88,0.0,0.0,12468195.0,0.0,0
363,576983.56,0.0,0.0,10133.42,0.0,5954181.0,11128.72,0
364,660959.31,0.0,0.0,4840213.0,0.0,2302077.0,4880994.5,0
365,0.0,263721.41,379813.38,9549041.0,0.0,5703943.5,9672336.0,0
366,0.0,3871485.25,4604971.0,5762186.0,0.0,7709357.0,5749015.5,0
367,362524.66,5243658.5,7920668.5,2108382.25,0.0,5967891.5,2098680.0,0
368,2494854.75,2191648.75,4201499.5,5606950.0,0.0,7148228.5,5603544.5,0
369,2031039.25,0.0,3627971.25,4750808.5,0.0,7274574.0,4755422.0,0
370,19321.95,0.0,6031543.5,738901.25,0.0,5829149.0,743783.56,0
371,0.0,0.0,3516902.25,0.0,0.0,2802125.0,0.0,0
372,915150.19,0.0,26563.99,0.0,0.0,9447839.0,0.0,0
373,1141217.75,0.0,3893929.0,0.0,0.0,13177563.0,0.0,0
374,2317.92,0.0,10544799.0,504703.97,0.0,10238373.0,0.0,0
