x,y,GRID_CODE1-zoom,GRID_CODE-youtube,GRID_CODE-twitter,GRID_CODE-poi,GRID_CODE-flickr,GRID_CODE-email,GRID_CODE-company
2.246148 ,48.894432 ,11191873.00 ,0.00 ,9608501.00 ,0.00 ,0.00 ,33584852.00 ,0.00 
2.246340 ,48.894432 ,19108328.00 ,0.00 ,6376087.00 ,605452.81 ,0.00 ,17039744.00 ,0.00 
2.246532 ,48.894432 ,20226050.00 ,0.00 ,509260.00 ,3637598.25 ,0.00 ,17240768.00 ,0.00 
2.246724 ,48.894432 ,10374613.00 ,0.00 ,334311.53 ,3627550.50 ,0.00 ,20687172.00 ,0.00 
2.246916 ,48.894432 ,1361959.00 ,0.00 ,883816.00 ,593209.13 ,0.00 ,20308326.00 ,0.00 
2.247108 ,48.894432 ,0.00 ,0.00 ,28987.33 ,0.00 ,0.00 ,17085594.00 ,0.00 
2.247300 ,48.894432 ,0.00 ,0.00 ,0.00 ,250747.50 ,0.00 ,10666394.00 ,0.00 
2.247492 ,48.894432 ,646.12 ,0.00 ,1703402.50 ,30248.76 ,0.00 ,7660158.00 ,0.00 
2.247684 ,48.894432 ,1635086.00 ,0.00 ,4822978.50 ,0.00 ,0.00 ,10055196.00 ,610.37 
2.247876 ,48.894432 ,2027907.38 ,0.00 ,6952468.50 ,1662309.38 ,31640.36 ,13906213.00 ,1847212.38 
2.248068 ,48.894432 ,469268.84 ,0.00 ,5387139.50 ,6440167.50 ,6350.40 ,8615811.00 ,2940712.25 
2.248260 ,48.894432 ,1097566.13 ,0.00 ,6523936.50 ,5744284.50 ,0.00 ,993780.38 ,1349758.63 
2.248452 ,48.894432 ,120839.30 ,0.00 ,7921043.50 ,3916799.50 ,0.00 ,1339426.50 ,0.00 
2.248644 ,48.894432 ,0.00 ,0.00 ,3446930.25 ,5258430.50 ,0.00 ,5306201.50 ,0.00 
2.248836 ,48.894432 ,0.00 ,0.00 ,855320.31 ,3629327.50 ,0.00 ,6043667.50 ,1231231.38 
2.249028 ,48.894432 ,1355506.00 ,0.00 ,3405551.75 ,148421.92 ,0.00 ,5228244.00 ,2495848.25 
2.249220 ,48.894432 ,5019300.50 ,0.00 ,2670661.25 ,0.00 ,83691.26 ,3768037.25 ,843211.94 
2.249412 ,48.894432 ,4773004.50 ,0.00 ,84821.63 ,0.00 ,2419597.00 ,666566.38 ,0.00 
2.249604 ,48.894432 ,994578.44 ,0.00 ,0.00 ,0.00 ,776887.25 ,2450465.50 ,0.00 
2.249796 ,48.894432 ,358177.50 ,0.00 ,1112984.38 ,0.00 ,0.00 ,4498383.50 ,0.00 
2.249988 ,48.894432 ,3967069.75 ,0.00 ,6312474.00 ,0.00 ,0.00 ,3468986.00 ,0.00 
2.250180 ,48.894432 ,4883840.00 ,0.00 ,11304412.00 ,0.00 ,0.00 ,542039.69 ,0.00 
2.250372 ,48.894432 ,1589143.75 ,0.00 ,10824850.00 ,0.00 ,0.00 ,3913553.50 ,0.00 
2.250564 ,48.894432 ,44484.55 ,0.00 ,5239882.50 ,877907.00 ,0.00 ,6150457.50 ,0.00 
2.250756 ,48.894432 ,866242.38 ,0.00 ,357688.00 ,1543883.75 ,0.00 ,8705808.00 ,0.00 
2.250948 ,48.894432 ,391285.41 ,0.00 ,0.00 ,173321.59 ,0.00 ,11662174.00 ,0.00 
2.251140 ,48.894432 ,672660.94 ,0.00 ,17242.92 ,0.00 ,0.00 ,15299432.00 ,0.00 
2.251332 ,48.894432 ,2588129.25 ,0.00 ,27707.38 ,0.00 ,1261556.13 ,11795552.00 ,0.00 
2.251524 ,48.894432 ,2975163.75 ,0.00 ,2729707.75 ,0.00 ,1364661.00 ,8380376.50 ,0.00 
2.251716 ,48.894432 ,3276276.50 ,116462.61 ,4128044.00 ,0.00 ,6141.10 ,17914590.00 ,0.00 
2.251908 ,48.894432 ,4767398.50 ,3564738.75 ,1304129.25 ,252666.59 ,0.00 ,17895552.00 ,0.00 
2.252100 ,48.894432 ,2908909.75 ,5304088.50 ,0.00 ,81751.09 ,0.00 ,7230743.50 ,0.00 
2.252292 ,48.894432 ,4162234.25 ,2516326.75 ,0.00 ,27953.71 ,0.00 ,5060753.00 ,28875.89 
2.252484 ,48.894432 ,5791400.50 ,0.00 ,4327193.50 ,4380851.00 ,0.00 ,7214788.00 ,4383559.50 
2.252676 ,48.894432 ,2363083.00 ,0.00 ,11889927.00 ,7292803.50 ,0.00 ,4747796.00 ,6224359.00 
2.252868 ,48.894432 ,4361741.00 ,0.00 ,7614993.50 ,6550997.00 ,0.00 ,1565585.88 ,2740529.50 
2.253060 ,48.894432 ,3781805.75 ,34718.10 ,352518.69 ,3082662.00 ,0.00 ,0.00 ,0.00 
2.253252 ,48.894432 ,447719.78 ,641673.25 ,0.00 ,2100256.25 ,0.00 ,0.00 ,0.00 
2.253444 ,48.894432 ,0.00 ,80647.99 ,0.00 ,1007161.50 ,0.00 ,0.00 ,0.00 
2.253636 ,48.894432 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
2.225796 ,48.894240 ,408479.09 ,0.00 ,4855989.00 ,790426.88 ,0.00 ,2381066.75 ,0.00 
2.225988 ,48.894240 ,9176883.00 ,0.00 ,9253391.00 ,4408.84 ,0.00 ,5808513.50 ,0.00 
2.226180 ,48.894240 ,18181460.00 ,0.00 ,10685358.00 ,397452.41 ,0.00 ,8138836.50 ,0.00 
2.226372 ,48.894240 ,14364954.00 ,0.00 ,7296984.50 ,3931.42 ,0.00 ,13764219.00 ,0.00 
2.226564 ,48.894240 ,3561676.75 ,0.00 ,603930.69 ,0.00 ,0.00 ,17144514.00 ,0.00 
2.226756 ,48.894240 ,94277.16 ,0.00 ,0.00 ,536481.38 ,0.00 ,10712482.00 ,0.00 
2.226948 ,48.894240 ,1759637.88 ,0.00 ,0.00 ,5548444.00 ,0.00 ,6756181.50 ,973968.25 
2.227140 ,48.894240 ,3821421.75 ,0.00 ,0.00 ,8702716.00 ,0.00 ,5054442.00 ,2882332.50 
2.227332 ,48.894240 ,5238995.50 ,0.00 ,0.00 ,3799614.25 ,0.00 ,3502534.75 ,1381463.75 
2.227524 ,48.894240 ,5701356.50 ,0.00 ,960691.75 ,0.00 ,0.00 ,12697045.00 ,0.00 
2.227716 ,48.894240 ,7090498.50 ,0.00 ,8801717.00 ,0.00 ,0.00 ,20155632.00 ,0.00 
2.227908 ,48.894240 ,5605650.00 ,0.00 ,16134168.00 ,0.00 ,0.00 ,11952427.00 ,0.00 
2.228100 ,48.894240 ,2721829.50 ,0.00 ,12879055.00 ,0.00 ,0.00 ,1074568.63 ,0.00 
2.228292 ,48.894240 ,1938087.38 ,0.00 ,4201699.50 ,0.00 ,0.00 ,4904710.00 ,0.00 
2.228484 ,48.894240 ,8005506.50 ,0.00 ,887565.13 ,0.00 ,0.00 ,14292091.00 ,0.00 
2.228676 ,48.894240 ,11282987.00 ,0.00 ,4667725.50 ,0.00 ,0.00 ,22641742.00 ,0.00 
2.228868 ,48.894240 ,13933046.00 ,0.00 ,14488761.00 ,0.00 ,0.00 ,32557642.00 ,0.00 
2.229060 ,48.894240 ,14425513.00 ,0.00 ,18809732.00 ,0.00 ,0.00 ,28923312.00 ,0.00 
2.229252 ,48.894240 ,10266934.00 ,0.00 ,13183019.00 ,0.00 ,0.00 ,14248814.00 ,1173651.75 
2.229444 ,48.894240 ,4677336.00 ,0.00 ,8854761.00 ,0.00 ,2099530.50 ,6111006.50 ,4995884.50 
2.229636 ,48.894240 ,2501855.00 ,0.00 ,7626750.00 ,0.00 ,6990991.50 ,2338466.50 ,5085776.50 
2.229828 ,48.894240 ,0.00 ,0.00 ,5754066.50 ,3137562.25 ,6403156.00 ,153632.97 ,3495617.00 
2.230020 ,48.894240 ,0.00 ,0.00 ,2385083.25 ,6477900.50 ,7709084.00 ,140276.41 ,4350797.50 
2.230212 ,48.894240 ,0.00 ,0.00 ,598719.88 ,3096756.00 ,4473005.50 ,2978617.50 ,2866086.75 
2.230404 ,48.894240 ,0.00 ,0.00 ,2072019.00 ,146860.59 ,61197.24 ,5395508.00 ,734398.69 
2.230596 ,48.894240 ,1705720.00 ,0.00 ,3733473.00 ,0.00 ,0.00 ,3196955.25 ,0.00 
2.230788 ,48.894240 ,5503818.00 ,0.00 ,3560824.50 ,0.00 ,3307303.25 ,14739.56 ,0.00 
2.230980 ,48.894240 ,7155292.00 ,0.00 ,768122.06 ,4730450.00 ,17504014.00 ,473626.50 ,2917194.50 
2.231172 ,48.894240 ,3947162.25 ,0.00 ,0.00 ,9379498.00 ,21737458.00 ,4492506.00 ,5909683.00 
2.231364 ,48.894240 ,3392443.50 ,0.00 ,0.00 ,5643972.50 ,14308320.00 ,8019605.50 ,4089341.50 
2.231556 ,48.894240 ,12973283.00 ,0.00 ,0.00 ,230150.47 ,12884935.00 ,7662856.00 ,231999.91 
2.231748 ,48.894240 ,14832505.00 ,0.00 ,915327.44 ,0.00 ,7686218.50 ,4281618.00 ,0.00 
2.231940 ,48.894240 ,11004182.00 ,0.00 ,7763446.00 ,0.00 ,549263.06 ,3069903.00 ,0.00 
2.232132 ,48.894240 ,8588534.00 ,0.00 ,10847325.00 ,0.00 ,0.00 ,8315375.00 ,0.00 
2.232324 ,48.894240 ,11090553.00 ,0.00 ,6479346.50 ,0.00 ,0.00 ,6742985.00 ,0.00 
2.232516 ,48.894240 ,11350625.00 ,0.00 ,1381725.00 ,423182.41 ,0.00 ,6644406.00 ,0.00 
2.232708 ,48.894240 ,7312632.00 ,0.00 ,0.00 ,61251.50 ,0.00 ,8309767.50 ,0.00 
2.232900 ,48.894240 ,1386805.75 ,0.00 ,1340377.63 ,0.00 ,0.00 ,3170898.25 ,0.00 
2.233092 ,48.894240 ,0.00 ,0.00 ,7335362.00 ,0.00 ,0.00 ,0.00 ,0.00 
2.233284 ,48.894240 ,20572.71 ,0.00 ,12296841.00 ,0.00 ,0.00 ,0.00 ,0.00 
2.233476 ,48.894240 ,172189.09 ,0.00 ,8836241.00 ,0.00 ,0.00 ,723577.75 ,0.00 
2.233668 ,48.894240 ,0.00 ,0.00 ,969326.13 ,0.00 ,0.00 ,4575697.50 ,0.00 
2.233860 ,48.894240 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,5270541.50 ,0.00 
2.234052 ,48.894240 ,1219022.25 ,0.00 ,1210005.00 ,0.00 ,0.00 ,1744162.75 ,0.00 
2.234244 ,48.894240 ,3788832.50 ,0.00 ,4779029.00 ,0.00 ,0.00 ,0.00 ,0.00 
2.234436 ,48.894240 ,3546783.00 ,0.00 ,11587413.00 ,0.00 ,0.00 ,0.00 ,0.00 
2.234628 ,48.894240 ,4142637.25 ,0.00 ,17225476.00 ,0.00 ,0.00 ,0.00 ,0.00 
2.234820 ,48.894240 ,3404255.25 ,0.00 ,11572226.00 ,0.00 ,0.00 ,430049.69 ,0.00 
2.235012 ,48.894240 ,3131388.00 ,0.00 ,7064772.50 ,0.00 ,0.00 ,2440876.75 ,0.00 
2.235204 ,48.894240 ,4629868.00 ,0.00 ,6121797.00 ,0.00 ,0.00 ,1146521.25 ,0.00 
2.235396 ,48.894240 ,2109323.25 ,0.00 ,1939748.38 ,0.00 ,0.00 ,1107109.75 ,0.00 
2.235588 ,48.894240 ,1505101.75 ,0.00 ,1458017.75 ,0.00 ,0.00 ,682967.06 ,0.00 
2.235780 ,48.894240 ,2839318.50 ,0.00 ,1634310.63 ,0.00 ,0.00 ,0.00 ,0.00 
2.235972 ,48.894240 ,1593604.00 ,0.00 ,3817812.00 ,0.00 ,0.00 ,2018189.38 ,0.00 
2.236164 ,48.894240 ,680222.31 ,0.00 ,10076653.00 ,0.00 ,394693.44 ,3503205.50 ,0.00 
2.236356 ,48.894240 ,0.00 ,0.00 ,9412894.00 ,0.00 ,7907455.00 ,1418395.75 ,0.00 
2.236548 ,48.894240 ,0.00 ,0.00 ,3905146.75 ,0.00 ,22069840.00 ,43090.01 ,0.00 
2.236740 ,48.894240 ,169281.06 ,0.00 ,4258560.50 ,0.00 ,19637662.00 ,1688693.75 ,0.00 
2.236932 ,48.894240 ,3703662.00 ,0.00 ,1674667.75 ,0.00 ,3708601.25 ,5233022.50 ,0.00 
2.237124 ,48.894240 ,5977365.00 ,0.00 ,5467046.00 ,0.00 ,318610.22 ,11778380.00 ,0.00 
2.237316 ,48.894240 ,4128879.00 ,0.00 ,17824208.00 ,0.00 ,4935606.00 ,18298990.00 ,0.00 
2.237508 ,48.894240 ,649475.88 ,0.00 ,17882780.00 ,0.00 ,9848210.00 ,14079932.00 ,0.00 
2.237700 ,48.894240 ,840611.19 ,0.00 ,4043379.75 ,0.00 ,8792275.00 ,7852005.50 ,0.00 
2.237892 ,48.894240 ,6476.47 ,0.00 ,1979154.75 ,0.00 ,7182149.00 ,8753648.00 ,0.00 
2.238084 ,48.894240 ,862368.44 ,0.00 ,4599614.00 ,0.00 ,9822633.00 ,7107245.00 ,0.00 
2.238276 ,48.894240 ,862763.25 ,0.00 ,3065096.00 ,0.00 ,6445838.50 ,2723799.75 ,0.00 
2.238468 ,48.894240 ,0.00 ,0.00 ,417000.47 ,363911.94 ,2958855.50 ,6184.69 ,0.00 
2.238660 ,48.894240 ,0.00 ,0.00 ,4244288.50 ,415623.03 ,1455046.88 ,1319756.63 ,0.00 
2.238852 ,48.894240 ,0.00 ,0.00 ,9839101.00 ,0.00 ,5164378.00 ,1757373.38 ,0.00 
2.239044 ,48.894240 ,42056.03 ,0.00 ,10206959.00 ,0.00 ,6820805.50 ,137445.42 ,0.00 
2.239236 ,48.894240 ,3594979.25 ,0.00 ,7696599.50 ,0.00 ,5950467.00 ,25990.95 ,0.00 
2.239428 ,48.894240 ,6028174.00 ,0.00 ,4345047.00 ,0.00 ,5247595.00 ,3501488.25 ,0.00 
2.239620 ,48.894240 ,3544366.25 ,0.00 ,1852537.50 ,0.00 ,2803532.25 ,5999851.00 ,0.00 
2.239812 ,48.894240 ,31786.30 ,0.00 ,4443980.50 ,21493.92 ,0.00 ,3723544.25 ,0.00 
2.240004 ,48.894240 ,1299074.25 ,0.00 ,5737574.00 ,2961781.00 ,0.00 ,1787836.88 ,0.00 
2.240196 ,48.894240 ,2122825.00 ,0.00 ,3057309.00 ,4681081.50 ,223636.45 ,2189007.75 ,0.00 
2.240388 ,48.894240 ,412726.25 ,0.00 ,3141908.75 ,2239960.25 ,3500609.50 ,1951538.63 ,0.00 
2.240580 ,48.894240 ,337263.91 ,0.00 ,5342807.50 ,116579.45 ,5029609.00 ,11040598.00 ,0.00 
2.240772 ,48.894240 ,3851571.25 ,0.00 ,3474584.75 ,0.00 ,1171066.25 ,22468674.00 ,0.00 
2.240964 ,48.894240 ,8597642.00 ,0.00 ,1151960.88 ,0.00 ,339082.25 ,33246502.00 ,0.00 
2.241156 ,48.894240 ,15179171.00 ,0.00 ,1370050.25 ,0.00 ,4304069.50 ,34168348.00 ,0.00 
2.241348 ,48.894240 ,15843078.00 ,0.00 ,1175245.50 ,185014.77 ,5865752.00 ,19424416.00 ,0.00 
2.241540 ,48.894240 ,12145556.00 ,0.00 ,7976657.50 ,3987038.25 ,1545673.63 ,4537705.00 ,0.00 
2.241732 ,48.894240 ,10470803.00 ,0.00 ,14553448.00 ,5912698.50 ,1542527.00 ,624855.56 ,0.00 
2.241924 ,48.894240 ,7566345.00 ,0.00 ,12567311.00 ,3009097.25 ,2191030.00 ,0.00 ,0.00 
2.242116 ,48.894240 ,6216764.00 ,0.00 ,14699424.00 ,257626.31 ,340614.41 ,0.00 ,0.00 
2.242308 ,48.894240 ,2648043.00 ,0.00 ,15464033.00 ,4129403.25 ,0.00 ,963490.44 ,0.00 
2.242500 ,48.894240 ,124399.81 ,0.00 ,7793066.50 ,5879855.00 ,0.00 ,10172351.00 ,0.00 
2.242692 ,48.894240 ,0.00 ,0.00 ,973838.75 ,2841965.25 ,0.00 ,20617930.00 ,0.00 
2.242884 ,48.894240 ,2946439.50 ,0.00 ,857429.75 ,0.00 ,695828.63 ,19160588.00 ,0.00 
2.243076 ,48.894240 ,5641017.50 ,0.00 ,8029654.00 ,0.00 ,1480314.13 ,13814912.00 ,0.00 
2.243268 ,48.894240 ,3618253.25 ,0.00 ,9977208.00 ,0.00 ,215649.73 ,13206469.00 ,1926709.63 
2.243460 ,48.894240 ,88137.60 ,0.00 ,4294678.00 ,0.00 ,0.00 ,13993076.00 ,4965992.00 
2.243652 ,48.894240 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,13066527.00 ,2847247.00 
2.243844 ,48.894240 ,2058322.88 ,0.00 ,0.00 ,0.00 ,0.00 ,6102376.00 ,0.00 
2.244036 ,48.894240 ,4710688.00 ,0.00 ,0.00 ,0.00 ,0.00 ,3998063.75 ,0.00 
2.244228 ,48.894240 ,3148359.75 ,0.00 ,0.00 ,0.00 ,1241269.75 ,13371901.00 ,0.00 
2.244420 ,48.894240 ,597981.56 ,0.00 ,2220425.75 ,0.00 ,2849703.25 ,19573650.00 ,0.00 
2.244612 ,48.894240 ,745988.19 ,0.00 ,8795609.00 ,0.00 ,1270740.50 ,17524242.00 ,0.00 
2.244804 ,48.894240 ,34675.66 ,0.00 ,7670800.50 ,440111.75 ,0.00 ,12700197.00 ,0.00 
2.244996 ,48.894240 ,2646798.00 ,0.00 ,612280.19 ,64888.80 ,0.00 ,5145997.00 ,0.00 
2.245188 ,48.894240 ,4550307.50 ,0.00 ,223461.08 ,0.00 ,0.00 ,5840652.50 ,0.00 
2.245380 ,48.894240 ,2334014.25 ,0.00 ,1546289.75 ,0.00 ,0.00 ,13396671.00 ,0.00 
2.245572 ,48.894240 ,2335448.75 ,0.00 ,778815.06 ,0.00 ,0.00 ,14558767.00 ,0.00 
2.245764 ,48.894240 ,7472625.00 ,0.00 ,592530.94 ,0.00 ,0.00 ,23992228.00 ,0.00 
2.245956 ,48.894240 ,8616255.00 ,0.00 ,6713875.50 ,0.00 ,0.00 ,37754504.00 ,0.00 
2.246148 ,48.894240 ,7644145.00 ,0.00 ,12192127.00 ,0.00 ,0.00 ,27923366.00 ,0.00 
2.246340 ,48.894240 ,14822678.00 ,0.00 ,8558621.00 ,1378406.50 ,0.00 ,9160560.00 ,0.00 
2.246532 ,48.894240 ,20555642.00 ,0.00 ,1573394.25 ,5304711.50 ,0.00 ,3549460.75 ,0.00 
2.246724 ,48.894240 ,17715434.00 ,0.00 ,837630.94 ,5292576.50 ,0.00 ,2981338.00 ,0.00 
2.246916 ,48.894240 ,8709671.00 ,0.00 ,3377972.25 ,1359900.75 ,0.00 ,7073899.00 ,0.00 
2.247108 ,48.894240 ,2489723.25 ,0.00 ,3711962.00 ,0.00 ,0.00 ,5756367.00 ,0.00 
2.247300 ,48.894240 ,981.48 ,0.00 ,1249494.13 ,0.00 ,0.00 ,2179522.00 ,0.00 
2.247492 ,48.894240 ,2250743.50 ,0.00 ,0.00 ,213113.45 ,0.00 ,4050761.00 ,365837.50 
2.247684 ,48.894240 ,3527826.25 ,0.00 ,1051348.13 ,5280863.00 ,643518.38 ,8814131.00 ,7568849.00 
2.247876 ,48.894240 ,1264449.88 ,0.00 ,2499193.50 ,11573137.00 ,3381283.75 ,10862452.00 ,15677751.00 
2.248068 ,48.894240 ,0.00 ,0.00 ,2515031.25 ,14913882.00 ,3029823.50 ,7160369.50 ,12477499.00 
2.248260 ,48.894240 ,0.00 ,0.00 ,5867606.00 ,10480128.00 ,257690.36 ,2939106.50 ,4151463.50 
2.248452 ,48.894240 ,0.00 ,0.00 ,8390118.00 ,4973093.50 ,0.00 ,1713479.63 ,160609.61 
2.248644 ,48.894240 ,0.00 ,0.00 ,3332267.50 ,5326920.00 ,0.00 ,4305079.50 ,0.00 
2.248836 ,48.894240 ,0.00 ,0.00 ,2190113.00 ,3686264.75 ,0.00 ,4776747.50 ,0.00 
2.249028 ,48.894240 ,1157462.25 ,0.00 ,5762311.00 ,160112.86 ,0.00 ,5803840.00 ,0.00 
2.249220 ,48.894240 ,4630982.00 ,0.00 ,4792962.50 ,0.00 ,0.00 ,5251989.50 ,0.00 
2.249412 ,48.894240 ,4394527.50 ,0.00 ,716239.44 ,0.00 ,0.00 ,2421031.75 ,0.00 
2.249604 ,48.894240 ,826058.75 ,0.00 ,0.00 ,0.00 ,0.00 ,5832504.50 ,0.00 
2.249796 ,48.894240 ,91180.22 ,0.00 ,1643979.00 ,0.00 ,0.00 ,10090825.00 ,0.00 
2.249988 ,48.894240 ,3780053.75 ,0.00 ,7383037.50 ,0.00 ,0.00 ,6997034.50 ,0.00 
2.250180 ,48.894240 ,6025724.50 ,0.00 ,13911350.00 ,0.00 ,0.00 ,1859661.13 ,0.00 
2.250372 ,48.894240 ,3361567.50 ,0.00 ,15596544.00 ,325555.97 ,0.00 ,1431832.50 ,0.00 
2.250564 ,48.894240 ,6464.84 ,0.00 ,9489162.00 ,4031725.50 ,0.00 ,3168454.75 ,0.00 
2.250756 ,48.894240 ,52938.34 ,0.00 ,323257.91 ,5352189.50 ,0.00 ,7888870.00 ,0.00 
2.250948 ,48.894240 ,3057494.00 ,0.00 ,60640.09 ,2211965.75 ,0.00 ,11589073.00 ,0.00 
2.251140 ,48.894240 ,4559415.00 ,0.00 ,2297992.00 ,0.00 ,1017086.31 ,12649398.00 ,0.00 
2.251332 ,48.894240 ,1932689.00 ,0.00 ,2881498.50 ,0.00 ,4788755.50 ,15372857.00 ,0.00 
2.251524 ,48.894240 ,85343.91 ,0.00 ,3614163.00 ,0.00 ,4987716.00 ,25749782.00 ,0.00 
2.251716 ,48.894240 ,3843025.00 ,0.00 ,4321881.00 ,1199764.75 ,1307586.75 ,30791012.00 ,0.00 
2.251908 ,48.894240 ,10364061.00 ,567369.19 ,1410886.38 ,4041611.75 ,0.00 ,20609932.00 ,0.00 
2.252100 ,48.894240 ,13004817.00 ,1364803.88 ,0.00 ,3217137.25 ,0.00 ,6685952.50 ,0.00 
2.252292 ,48.894240 ,13535047.00 ,203835.05 ,0.00 ,198135.03 ,0.00 ,4430136.00 ,0.00 
2.252484 ,48.894240 ,12894524.00 ,0.00 ,2127084.00 ,1453610.00 ,0.00 ,2498576.25 ,1444606.00 
2.252676 ,48.894240 ,4448489.00 ,0.00 ,7847036.50 ,3317693.75 ,0.00 ,309427.00 ,3309503.50 
2.252868 ,48.894240 ,705199.06 ,0.00 ,4434841.50 ,1227600.50 ,0.00 ,1091049.88 ,1081152.63 
2.253060 ,48.894240 ,325014.34 ,0.00 ,3514.59 ,2072927.00 ,0.00 ,1361817.75 ,0.00 
2.253252 ,48.894240 ,0.00 ,0.00 ,0.00 ,4676462.50 ,0.00 ,24846.98 ,0.00 
2.253444 ,48.894240 ,0.00 ,0.00 ,0.00 ,3108180.75 ,0.00 ,0.00 ,0.00 
2.253636 ,48.894240 ,0.00 ,0.00 ,0.00 ,53692.90 ,0.00 ,0.00 ,0.00 
2.225796 ,48.894048 ,1797609.25 ,0.00 ,1551805.00 ,4365349.50 ,0.00 ,3301070.50 ,0.00 
2.225988 ,48.894048 ,8059529.00 ,0.00 ,3598226.50 ,3107123.75 ,0.00 ,6733364.00 ,0.00 
2.226180 ,48.894048 ,11198885.00 ,0.00 ,9316702.00 ,4711533.00 ,0.00 ,8685744.00 ,0.00 
2.226372 ,48.894048 ,5606993.00 ,0.00 ,11365209.00 ,2782935.00 ,0.00 ,11424963.00 ,0.00 
2.226564 ,48.894048 ,2284217.50 ,0.00 ,5190043.50 ,0.00 ,0.00 ,13913282.00 ,0.00 
2.226756 ,48.894048 ,3785269.00 ,0.00 ,186539.19 ,78008.66 ,0.00 ,11259304.00 ,0.00 
2.226948 ,48.894048 ,1717097.63 ,0.00 ,0.00 ,2840706.00 ,0.00 ,8623686.00 ,0.00 
2.227140 ,48.894048 ,104421.01 ,0.00 ,0.00 ,3840824.75 ,0.00 ,2954477.25 ,0.00 
2.227332 ,48.894048 ,2924410.00 ,0.00 ,1100640.63 ,1215260.88 ,0.00 ,245567.45 ,0.00 
2.227524 ,48.894048 ,5333658.00 ,0.00 ,5332137.50 ,0.00 ,0.00 ,4759286.00 ,0.00 
2.227716 ,48.894048 ,6304134.00 ,0.00 ,10962468.00 ,0.00 ,0.00 ,8141485.50 ,0.00 
2.227908 ,48.894048 ,5852755.00 ,0.00 ,12478027.00 ,0.00 ,0.00 ,4509346.00 ,0.00 
2.228100 ,48.894048 ,5816587.00 ,0.00 ,7860733.50 ,0.00 ,0.00 ,2396078.50 ,0.00 
2.228292 ,48.894048 ,3415603.50 ,0.00 ,6443857.50 ,0.00 ,0.00 ,5500017.00 ,0.00 
2.228484 ,48.894048 ,3077923.75 ,0.00 ,4528645.00 ,0.00 ,0.00 ,11633643.00 ,0.00 
2.228676 ,48.894048 ,3691673.00 ,0.00 ,3814112.00 ,0.00 ,0.00 ,12753604.00 ,0.00 
2.228868 ,48.894048 ,8211639.50 ,0.00 ,11171029.00 ,0.00 ,0.00 ,11657791.00 ,0.00 
2.229060 ,48.894048 ,10742671.00 ,0.00 ,14773911.00 ,0.00 ,0.00 ,9456194.00 ,0.00 
2.229252 ,48.894048 ,6103930.00 ,0.00 ,14610902.00 ,0.00 ,0.00 ,5439923.50 ,834557.06 
2.229444 ,48.894048 ,5904324.00 ,0.00 ,15786469.00 ,0.00 ,5657155.00 ,3618095.25 ,4265614.50 
2.229636 ,48.894048 ,4152354.25 ,0.00 ,13466873.00 ,95894.59 ,10911098.00 ,1685830.88 ,4356732.50 
2.229828 ,48.894048 ,2004773.50 ,0.00 ,6439432.50 ,6985013.00 ,10234139.00 ,3674453.75 ,4289287.00 
2.230020 ,48.894048 ,880566.00 ,0.00 ,1444474.25 ,11648855.00 ,5158068.50 ,3607952.00 ,5926970.50 
2.230212 ,48.894048 ,0.00 ,0.00 ,3217633.25 ,6686210.50 ,2139386.50 ,3481440.75 ,3645616.75 
2.230404 ,48.894048 ,0.00 ,0.00 ,6575687.50 ,65296.52 ,0.00 ,5314561.00 ,63698.82 
2.230596 ,48.894048 ,334041.25 ,0.00 ,8293990.50 ,0.00 ,261333.42 ,3134716.00 ,0.00 
2.230788 ,48.894048 ,2615876.50 ,0.00 ,5929479.00 ,82755.79 ,6464279.00 ,10798.61 ,0.00 
2.230980 ,48.894048 ,2325609.50 ,0.00 ,1835403.13 ,4685690.00 ,20319366.00 ,55433.43 ,926730.25 
2.231172 ,48.894048 ,97583.25 ,0.00 ,0.00 ,8874876.00 ,25142716.00 ,2778192.25 ,2841492.25 
2.231364 ,48.894048 ,6419728.00 ,0.00 ,935025.00 ,5021126.50 ,21188590.00 ,3938921.75 ,1630475.25 
2.231556 ,48.894048 ,17919584.00 ,0.00 ,3153748.50 ,8979.35 ,21355126.00 ,2393980.50 ,0.00 
2.231748 ,48.894048 ,18017316.00 ,0.00 ,2500857.00 ,0.00 ,13160114.00 ,495865.94 ,0.00 
2.231940 ,48.894048 ,6182434.00 ,0.00 ,6210195.50 ,0.00 ,2785386.75 ,1321438.63 ,0.00 
2.232132 ,48.894048 ,1307459.13 ,0.00 ,11280412.00 ,0.00 ,0.00 ,3783634.00 ,0.00 
2.232324 ,48.894048 ,4201851.50 ,0.00 ,6876187.00 ,1879552.63 ,0.00 ,2637808.25 ,0.00 
2.232516 ,48.894048 ,7333963.00 ,0.00 ,355396.66 ,4408781.00 ,0.00 ,4353112.50 ,0.00 
2.232708 ,48.894048 ,6800964.50 ,0.00 ,104557.98 ,2878707.75 ,0.00 ,9132567.00 ,0.00 
2.232900 ,48.894048 ,4441583.50 ,0.00 ,3777615.75 ,26200.22 ,0.00 ,7597896.50 ,0.00 
2.233092 ,48.894048 ,626218.31 ,0.00 ,8408332.00 ,0.00 ,0.00 ,2310483.50 ,0.00 
